0.667095, 1.452149
0.336667, 0.763540
0.191088, -0.066074
-0.858142, -0.945124
-0.094386, -1.036370
-0.488337, -0.894466
-1.197186, -0.203660
0.214760, 0.695515
0.977465, -0.638738
-0.629143, 1.660831
-0.240577, 1.107214
0.355008, 1.713706
0.528687, -0.777208
0.112897, 1.394338
-0.259890, 1.455256
-0.375709, -0.015731
-1.167243, 0.268441
0.054538, 0.679916
0.802704, 0.859397
-1.378592, 0.081778
0.216908, 1.212610
-2.345032, -0.075913
-1.459254, -0.389596
-0.694537, 1.068315
0.410469, 1.197193
-0.000074, 1.368319
-0.138226, -0.357465
-1.609227, 0.392695
0.037614, 1.669766
1.244824, -0.015865
-1.327776, 1.107375
-0.785895, 1.199778
-0.145663, -1.270628
0.072910, -0.378630
0.300238, -0.548537
0.537517, -1.174200
0.070210, -0.594816
1.237543, 0.253855
-1.543588, -0.222340
-1.024752, -1.520646
-0.388913, -1.456291
0.283883, -0.179673
-1.182648, -1.215541
1.326397, -0.294527
1.233091, -0.286191
0.357458, -1.001725
0.926896, -0.160511
-0.826190, -0.683657
0.523767, 1.441939
-1.093097, -0.012872
0.513105, -1.166087
0.804144, -0.910637
-0.857035, -1.475745
0.793736, 0.083543
0.357342, -0.511015
-1.785646, -0.133073
0.537517, -1.174200
1.326397, -0.294527
0.025075, -0.804695
0.032481, -0.891154
-1.493804, 0.600632
0.350846, 0.216127
-0.158544, 0.259854
-1.540487, -0.604022
1.267311, 0.063827
-1.464336, 0.904325
-0.157775, -1.085281
0.167960, 1.515310
-0.841381, 1.240973
-1.353179, -0.042504
-1.298848, -0.142976
-0.544560, -1.291930
-2.040146, 0.014196
0.057777, -0.363760
-0.180077, -0.801569
-0.470376, -1.292006
-1.089443, -1.389290
-0.891738, -0.049153
-1.908027, -0.113528
0.083271, -1.161257
-0.915015, -0.283802
-1.338498, -0.921945
0.246478, -1.429649
-2.769344, 0.308848
-1.542726, 1.364099
-2.793750, 0.150455
-1.692125, 0.275416
-0.584520, 0.731795
-0.913421, -0.545160
0.566231, -0.775048
-0.265467, -0.040053
-1.483451, -0.723901
0.686426, -0.894188
-0.329016, -0.593485
0.113066, 1.288338
-0.463673, -0.592576
0.466924, -0.266934
-1.193440, 0.227229
-0.729467, -1.623828
-1.764871, -0.005988
-0.802635, 1.070954
-0.588577, -1.492810
-0.397086, 0.882540
0.764232, -0.226269
0.976272, -0.191622
0.354241, -0.129333
0.355008, 1.713706
0.616031, 1.146024
-0.020771, 1.065177
1.499718, -0.022628
0.401466, 1.153503
1.326397, -0.294527
0.572227, 0.775405
0.978451, -0.077967
1.499718, -0.022628
0.034976, -0.117679
0.903842, -0.291348
-0.058544, 1.760576
0.655262, 1.422092
-0.251318, 0.588220
1.499718, -0.022628
0.824021, 1.150324
0.226978, 1.318900
-1.920336, 0.045128
0.246478, -1.429649
0.824021, 1.150324
0.390805, -0.380225
-0.033825, 0.268994
0.484707, 0.183977
-0.883255, 0.949442
1.225649, -0.341879
0.619406, 0.048625
-0.616377, -0.993790
1.078213, -0.591387
0.101212, 1.445118
-0.641217, -0.745283
-0.750482, 0.378141
-1.234103, 0.627296
-0.662099, -1.408264
0.197960, -1.231262
-1.789686, -1.061107
-0.872153, -0.506448
-2.647991, 0.314401
-1.398686, 0.643405
-0.840416, 1.180250
0.761289, -0.869227
-1.170977, -0.175499
-0.385431, -1.209177
-2.033362, 0.557519
-0.776848, 0.902380
0.246478, -1.429649
1.071869, -0.082683
-0.891290, -0.011440
-1.313515, 0.484096
-0.177175, -1.151118
0.631485, -0.661282
0.074998, -0.966655
-0.066663, 1.797735
-2.924602, 0.156631
-2.646653, 0.280705
