-0.667095, 1.452149, 1.573877, -0.540864
0.336667, 0.763540, 0.425755, 0.771277
0.191088, -0.066074, 0.677677, -1.546714
-0.858142, -0.945124, 0.073191, -0.855892
-0.094386, -1.036370, 0.217958, -0.068531
-0.488337, -0.894466, 0.168039, -0.775054
-1.197186, -0.203660, 0.516819, -0.358057
0.214760, 0.695515, 1.346766, -0.419936
0.977465, -0.638738, 0.105140, 0.421819
-0.629143, 1.660831, 0.619353, -0.902888
-0.240577, 1.107214, 1.106766, 0.391651
0.355008, 1.713706, -0.327767, 0.180619
0.528687, -0.777208, -0.378060, 0.144118
0.112897, 1.394338, 0.780473, 0.190475
-0.259890, 1.455256, 1.000690, -0.231015
-0.375709, -0.015731, 0.071712, 1.708731
-1.167243, 0.268441, -1.706278, 0.528856
0.054538, 0.679916, -1.447458, -0.398758
0.802704, 0.859397, 0.184581, 0.295646
-1.378592, 0.081778, -0.709037, 0.982967
0.216908, 1.212610, 0.177557, 0.424945
-2.345032, -0.075913, 0.080830, -0.092101
-1.459254, -0.389596, 1.464699, 0.196964
-0.694537, 1.068315, -1.149221, -1.191535
0.410469, 1.197193, -0.569750, 0.524874
-0.000074, 1.368319, -0.727323, 0.078672
-0.138226, -0.357465, -0.027606, 1.286201
-1.609227, 0.392695, 0.353381, -0.367291
0.037614, 1.669766, -0.337787, 0.096198
1.244824, -0.015865, 0.097434, -0.331317
-1.327776, 1.107375, 0.807102, -0.081358
-0.785895, 1.199778, -0.726551, -0.660880
-0.145663, -1.270628, -0.752754, 0.178610
0.072910, -0.378630, -0.015397, 1.203160
0.300238, -0.548537, 0.917817, -0.417829
0.537517, -1.174200, -0.089808, 0.600227
0.070210, -0.594816, -0.846947, -0.253877
1.237543, 0.253855, -0.144318, -0.342734
-1.543588, -0.222340, 1.116548, 0.693988
-1.024752, -1.520646, -0.061325, -0.395070
-0.388913, -1.456291, -1.114786, 0.395206
0.283883, -0.179673, -1.481119, -0.721625
-1.182648, -1.215541, -0.789035, -0.616263
1.326397, -0.294527, -0.117680, -0.152956
1.233091, -0.286191, -0.040571, 0.044425
0.357458, -1.001725, -0.230358, 0.332915
0.926896, -0.160511, -0.269625, -0.594420
-0.826190, -0.683657, 0.460353, 0.823293
0.523767, 1.441939, -0.350527, 0.274500
-1.093097, -0.012872, 1.585581, -0.124697
0.513105, -1.166087, 0.006301, 0.591270
0.804144, -0.910637, -0.030888, 0.412333
-0.857035, -1.475745, -1.331641, 0.092115
0.793736, 0.083543, -0.493548, -0.828745
0.357342, -0.511015, 0.373680, 0.472310
-1.785646, -0.133073, 0.241341, -0.117729
0.537517, -1.174200, -0.089808, 0.600227
1.326397, -0.294527, -0.117680, -0.152956
0.025075, -0.804695, -0.461241, 0.164388
0.032481, -0.891154, -1.321891, -0.180533
-1.493804, 0.600632, 0.305400, -0.859416
0.350846, 0.216127, -1.807450, -1.154641
