0.667095, 1.452149, 1.573877
0.336667, 0.763540, 0.425755
0.191088, -0.066074, 0.677677
-0.858142, -0.945124, 0.073191
-0.094386, -1.036370, 0.217958
-0.488337, -0.894466, 0.168039
-1.197186, -0.203660, 0.516819
0.214760, 0.695515, 1.346766
0.977465, -0.638738, 0.105140
-0.629143, 1.660831, 0.619353
-0.240577, 1.107214, 1.106766
0.355008, 1.713706, -0.327767
0.528687, -0.777208, -0.378060
0.112897, 1.394338, 0.780473
-0.259890, 1.455256, 1.000690
-0.375709, -0.015731, 0.071712
-1.167243, 0.268441, -1.706278
0.054538, 0.679916, -1.447458
0.802704, 0.859397, 0.184581
-1.378592, 0.081778, -0.709037
0.216908, 1.212610, 0.177557
-2.345032, -0.075913, 0.080830
-1.459254, -0.389596, 1.464699
-0.694537, 1.068315, -1.149221
0.410469, 1.197193, -0.569750
-0.000074, 1.368319, -0.727323
-0.138226, -0.357465, -0.027606
-1.609227, 0.392695, 0.353381
0.037614, 1.669766, -0.337787
1.244824, -0.015865, 0.097434
-1.327776, 1.107375, 0.807102
-0.785895, 1.199778, -0.726551
-0.145663, -1.270628, -0.752754
0.072910, -0.378630, -0.015397
0.300238, -0.548537, 0.917817
0.537517, -1.174200, -0.089808
0.070210, -0.594816, -0.846947
1.237543, 0.253855, -0.144318
-1.543588, -0.222340, 1.116548
-1.024752, -1.520646, -0.061325
-0.388913, -1.456291, -1.114786
0.283883, -0.179673, -1.481119
-1.182648, -1.215541, -0.789035
1.326397, -0.294527, -0.117680
1.233091, -0.286191, -0.040571
0.357458, -1.001725, -0.230358
0.926896, -0.160511, -0.269625
-0.826190, -0.683657, 0.460353
0.523767, 1.441939, -0.350527
-1.093097, -0.012872, 1.585581
0.513105, -1.166087, 0.006301
0.804144, -0.910637, -0.030888
-0.857035, -1.475745, -1.331641
0.793736, 0.083543, -0.493548
0.357342, -0.511015, 0.373680
-1.785646, -0.133073, 0.241341
0.537517, -1.174200, -0.089808
1.326397, -0.294527, -0.117680
0.025075, -0.804695, -0.461241
0.032481, -0.891154, -1.321891
-1.493804, 0.600632, 0.305400
0.350846, 0.216127, -1.807450
-0.158544, 0.259854, -0.900384
-1.540487, -0.604022, 1.455746
1.267311, 0.063827, 0.110170
-1.464336, 0.904325, -1.424163
-0.157775, -1.085281, 0.444701
0.167960, 1.515310, 0.310830
-0.841381, 1.240973, 0.407837
-1.353179, -0.042504, -1.103725
-1.298848, -0.142976, -1.328744
-0.544560, -1.291930, -1.351445
-2.040146, 0.014196, 1.392397
0.057777, -0.363760, -0.075368
-0.180077, -0.801569, 0.231143
-0.470376, -1.292006, -0.882403
-1.089443, -1.389290, -1.239820
-0.891738, -0.049153, 1.235686
-1.908027, -0.113528, 0.136434
0.083271, -1.161257, -0.373242
-0.915015, -0.283802, 0.543271
-1.338498, -0.921945, -0.459691
0.246478, -1.429649, -0.052618
-2.769344, 0.308848, 0.229315
-1.542726, 1.364099, 0.679016
-2.793750, 0.150455, 0.024284
-1.692125, 0.275416, 0.533844
-0.584520, 0.731795, -1.605854
-0.913421, -0.545160, 0.556301
0.566231, -0.775048, -0.184811
-0.265467, -0.040053, 1.481256
-1.483451, -0.723901, 1.445063
0.686426, -0.894188, 0.142330
-0.329016, -0.593485, 0.449861
0.113066, 1.288338, -0.528704
-0.463673, -0.592576, 0.277360
0.466924, -0.266934, 0.873587
-1.193440, 0.227229, -1.235779
-0.729467, -1.623828, -0.215303
-1.764871, -0.005988, -1.103132
-0.802635, 1.070954, -1.303144
-0.588577, -1.492810, 1.210429
