-0.667095, 1.452149, 1.573877, -0.540864, 0.165458, -0.543149, -0.137969, 0.091938, 0.187092
0.336667, 0.763540, 0.425755, 0.771277, -0.308682, -0.003948, -0.110489, 0.082556, 0.144109
0.191088, -0.066074, 0.677677, -1.546714, -0.355765, 1.032517, -0.789888, -0.553470, -0.045047
-0.858142, -0.945124, 0.073191, -0.855892, -0.930422, -0.860200, 0.398475, -0.125288, -0.102103
-0.094386, -1.036370, 0.217958, -0.068531, 0.663777, 0.685393, 0.005543, -0.069463, -0.748140
-0.488337, -0.894466, 0.168039, -0.775054, 0.325229, 0.805407, -0.507688, -0.693361, 0.254535
-1.197186, -0.203660, 0.516819, -0.358057, -0.273214, -0.869356, -0.233014, 0.206592, -0.573090
0.214760, 0.695515, 1.346766, -0.419936, -0.899167, -0.064413, -0.242583, -0.119459, 0.148664
0.977465, -0.638738, 0.105140, 0.421819, 0.062101, 0.303500, 0.549988, 0.169352, -0.337842
-0.629143, 1.660831, 0.619353, -0.902888, -0.199385, 0.722008, -0.252010, 0.395354, -0.338073
-0.240577, 1.107214, 1.106766, 0.391651, -0.530837, 0.325771, -0.289457, 0.424928, -0.177119
0.355008, 1.713706, -0.327767, 0.180619, 0.083854, 0.954057, -0.099006, -0.190761, 0.127052
0.528687, -0.777208, -0.378060, 0.144118, 0.422909, 0.852227, -0.222338, 0.389171, -0.064669
0.112897, 1.394338, 0.780473, 0.190475, -0.589111, 0.102253, -0.343504, 0.894693, 0.138234
-0.259890, 1.455256, 1.000690, -0.231015, 0.375396, -0.653273, 0.015933, 0.072191, 0.507514
-0.375709, -0.015731, 0.071712, 1.708731, -0.151731, 0.277010, 0.268999, 0.310846, 0.261017
-1.167243, 0.268441, -1.706278, 0.528856, -0.516180, 0.509569, -0.415792, -0.149154, -0.692579
0.054538, 0.679916, -1.447458, -0.398758, -0.425758, 0.375270, -0.686906, 0.061291, -0.186550
0.802704, 0.859397, 0.184581, 0.295646, 0.472685, -0.495740, 0.102911, -0.014475, -0.168741
-1.378592, 0.081778, -0.709037, 0.982967, 0.120674, -1.097230, 0.831791, -0.349030, -0.239888
0.216908, 1.212610, 0.177557, 0.424945, 0.769520, -0.763961, 0.017775, 0.373621, 0.041700
-2.345032, -0.075913, 0.080830, -0.092101, -0.630245, 0.560788, -0.371294, -0.107762, 0.144645
-1.459254, -0.389596, 1.464699, 0.196964, 0.044558, -0.145495, 0.381756, 0.238452, 0.248494
-0.694537, 1.068315, -1.149221, -1.191535, 0.241404, -0.521196, 0.445032, -0.142743, -0.431752
0.410469, 1.197193, -0.569750, 0.524874, -0.571941, -0.595544, 0.090768, -0.353852, -0.029911
-0.000074, 1.368319, -0.727323, 0.078672, -0.026553, -0.486875, 0.163594, -0.652924, -0.331322
-0.138226, -0.357465, -0.027606, 1.286201, 0.003688, 0.275299, 0.358746, 0.361191, -0.302600
-1.609227, 0.392695, 0.353381, -0.367291, 0.402854, -0.009512, 1.004573, -0.162363, 0.223618
0.037614, 1.669766, -0.337787, 0.096198, 0.472723, -0.052373, 0.128183, -0.282951, 0.049887
1.244824, -0.015865, 0.097434, -0.331317, 0.436405, -0.430175, 0.159469, -0.122989, -0.169518
-1.327776, 1.107375, 0.807102, -0.081358, 0.460346, 0.247811, 0.509910, -0.006081, -0.759186
-0.785895, 1.199778, -0.726551, -0.660880, 0.570257, -0.108961, 0.177572, -0.773734, 0.212701
-0.145663, -1.270628, -0.752754, 0.178610, -0.000770, -0.634478, -0.337333, -0.163873, -0.507358
0.072910, -0.378630, -0.015397, 1.203160, 0.176920, 0.135846, -0.672460, -0.172089, -0.508383
0.300238, -0.548537, 0.917817, -0.417829, 0.041954, -0.084914, 0.924421, -0.191859, 0.654968
0.537517, -1.174200, -0.089808, 0.600227, 0.176554, 0.255903, -0.461111, -0.090324, -0.226594
0.070210, -0.594816, -0.846947, -0.253877, -0.128364, -0.826088, 1.118119, -0.426335, -0.024658
1.237543, 0.253855, -0.144318, -0.342734, 0.123639, 0.152630, 0.102724, 0.819981, 0.329531
-1.543588, -0.222340, 1.116548, 0.693988, 0.511884, -0.297271, -0.329116, -0.614970, 0.379515
-1.024752, -1.520646, -0.061325, -0.395070, -1.132513, -0.285502, -0.029281, -0.179074, 0.011531
-0.388913, -1.456291, -1.114786, 0.395206, -0.397021, -0.323385, 0.128334, -0.326748, 0.123479
