0.192472, -0.192468, -0.445585, 0.088521, -0.287649
-0.849200, 0.849139, -1.815210, 0.828653, -0.440286
0.157994, -0.157986, 0.252829, 0.080861, -0.253769
-0.394432, 0.394392, -3.192887, -0.906947, -3.263929
0.027523, -0.027525, -0.601298, 0.212386, 0.064997
-0.273458, 0.273450, -0.033759, 0.224236, -0.321075
0.105533, -0.105532, -0.411149, 0.283235, 0.221670
0.690275, -0.690265, -0.911180, -1.489232, -1.052455
0.561413, -0.561372, -0.379290, 0.342642, 0.095325
0.038032, -0.038008, 0.182274, 0.724737, 0.626204
0.258522, -0.258510, -0.526308, 0.226796, 0.161296
-0.673105, 0.673077, 0.408969, -0.583476, -0.488536
0.235341, -0.235321, 0.054152, 0.216004, 0.011063
-0.825841, 0.825773, 0.557552, 0.166067, 0.247713
-0.093413, 0.093413, -0.107036, 0.125059, -0.262522
1.499150, -1.499032, -2.697598, 1.448686, 0.217858
0.032506, -0.032505, -0.163731, 0.034282, 0.056580
0.243764, -0.243763, 10.934001, -0.038959, -1.116334
-0.348016, 0.347996, 0.688344, -0.746315, -0.467011
-0.944141, 0.944140, 1.223973, 0.030619, 1.652974
0.106581, -0.106574, 0.216953, 0.207255, 0.057166
1.182984, -1.182921, -0.337747, -0.080260, -3.466349
0.154285, -0.154274, -0.192145, 0.069713, 0.229475
-2.556342, 2.556019, 0.302079, -7.429810, -1.078864
-0.066096, 0.066095, 0.217002, -0.123097, 0.198405
-0.136670, 0.136654, -0.888699, -0.535739, 0.006305
-0.723806, 0.723722, -0.267740, -0.935961, -0.133486
-0.054794, 0.054833, -0.991684, 0.992853, -0.673468
-0.512686, 0.512657, 0.248204, -0.237196, -0.150223
-0.216454, 0.216376, 0.303167, -9.683322, 0.467885
0.064176, -0.064169, 0.426850, 0.031571, 0.121100
-0.569700, 0.569693, -4.968514, 0.098041, -1.380960
0.196460, -0.196445, -0.145946, 0.107190, 0.114460
0.993314, -0.993271, -1.813417, 1.229997, 0.360468
-0.157461, 0.157418, 0.068010, -0.755795, -0.009946
0.257748, -0.257728, -0.326370, -0.714226, -0.270899
0.073143, -0.073135, 0.098390, 0.160947, -0.021129
0.505580, -0.505571, -0.054552, 0.561852, 3.890831
0.055383, -0.055378, -0.129546, 0.178158, -0.036672
0.764778, -0.764673, -0.899911, 0.545150, -0.481524
-0.100055, 0.100047, -0.304087, 0.039954, 0.019489
-0.920576, 0.920474, 0.172696, 0.890222, 0.291861
0.157302, -0.157293, -0.176322, -1.055062, 0.260615
0.368873, -0.368835, -2.920307, 0.332837, 0.840636
0.225275, -0.225260, -0.078166, 0.270997, 0.257687
1.547975, -1.547911, 0.509813, 0.066814, 0.236190
0.115641, -0.115633, 0.096223, 0.173430, 0.085450
1.310470, -1.310385, -0.604356, 0.510920, -0.598655
0.088209, -0.088202, -0.076791, 0.083753, -0.141040
0.828100, -0.828038, -0.148993, 0.957736, -0.990736
0.095740, -0.095739, -0.289237, 0.267221, -1.195077
-1.297884, 1.297845, 0.381211, -0.047316, -5.545375
0.114502, -0.114502, -0.292584, -0.561864, 0.402520
-0.341734, 0.341728, 2.475247, 1.777916, -0.803178
0.095691, -0.095686, -0.069997, 0.107963, 0.107960
-0.359338, 0.359326, -0.083991, 2.526539, -0.816318
-0.034330, 0.034357, -0.342519, 0.426356, 0.031252
0.541810, -0.541786, -0.281383, -0.689509, 11.371088
0.028945, -0.028938, -0.073967, 0.147971, -0.144608
0.524702, -0.524656, 0.560516, 3.304182, -3.120761
0.029892, -0.029888, -0.179432, 0.142346, -0.113829
0.241179, -0.241151, -0.040800, 0.337240, 0.175523
0.016665, -0.016664, -0.431891, 0.207903, -0.077548
-0.636966, 0.636961, 1.515386, 1.682788, 0.397134
-0.199345, 0.199324, -0.108326, 0.238254, 0.145427
-0.054873, 0.054884, -0.832134, -0.549101, -0.179268
0.187652, -0.187634, 0.039467, 0.416427, 0.036883
-0.722315, 0.722291, 0.537627, -0.808241, -0.596589
-0.126634, 0.126613, -0.269966, -0.076787, -1.080095
-0.678450, 0.678443, 0.777004, 0.427561, -1.204169
-0.200199, 0.200188, -0.232211, 0.008031, -0.293397
-0.308007, 0.308003, -0.160431, 0.933648, -0.278096
-0.193118, 0.193106, -0.283572, 0.179837, 0.042165
-0.211144, 0.211136, 0.431071, 1.196273, 0.093059
-0.159369, 0.159361, -0.105303, 0.188666, -0.310245
0.887069, -0.887051, -0.642594, -0.241789, 1.529736
-0.128126, 0.128118, -0.114850, 0.044661, -0.110449
-0.699483, 0.699428, 0.606290, 0.830386, 0.156537
-0.043305, 0.043300, -0.276594, 0.523736, 0.323594
1.744935, -1.744757, -0.355178, 1.159978, -1.081714
0.554233, -0.554203, -1.034223, -0.213320, 0.136545
0.109242, -0.109234, -0.383499, -0.749400, -0.510270
-0.182421, 0.182406, -0.226949, 0.007237, 0.026422
0.605263, -0.605230, -0.163248, -1.429431, 0.209913
-0.147074, 0.147056, 0.189856, 0.069944, -0.333886
0.568180, -0.568141, 0.803740, -0.911074, -0.469384
0.126399, -0.126387, -0.000180, -0.059748, -0.050996
0.323686, -0.323627, 0.764754, 0.154620, -0.559781
0.013795, -0.013788, -0.039940, 0.157918, -0.132475
-0.037426, 0.037449, 0.645422, -0.436295, -0.939003
-0.205551, 0.205545, -0.409974, 0.137576, -0.003907
-0.040789, 0.040790, -0.141340, 0.109402, -0.413674
-0.041536, 0.041542, 0.446044, 0.902857, -0.133073
0.634675, -0.634679, -0.781728, -0.527560, 0.410485
0.124238, -0.124260, -0.580931, -0.301068, 0.200946
-0.893060, 0.893019, 1.567864, 0.149238, -1.063141
0.034499, -0.034497, 0.152510, 0.184925, 0.126140
0.115895, -0.115887, 0.314370, 0.193356, -0.008464
1.093705, -1.093629, 0.030232, -0.137722, -0.232849
-0.080379, 0.080374, 0.066759, 0.100576, -0.058338
-0.068508, 0.068505, 0.127651, 0.371280, -0.238585
0.131849, -0.131839, 0.076951, 0.202521, -0.042512
0.447902, -0.447889, 0.656861, -0.742371, 0.371312
0.238115, -0.238100, 0.622748, 0.272927, -0.151208
0.230527, -0.230494, 0.469046, -0.272219, -0.997675
-0.542858, 0.542826, 1.005457, -0.351303, 0.247687
0.290728, -0.290712, -0.388139, 0.084600, 0.504415
0.022923, -0.022919, 0.015096, 0.125577, -0.026059
-1.790875, 1.790710, -0.028422, -0.395308, 0.494123
0.039877, -0.039865, 0.290480, -0.124773, 0.336675
-0.237788, 0.237754, 1.813646, -0.974864, -0.174418
0.038693, -0.038692, 0.146792, 0.114738, 0.084983
-0.180601, 0.180593, 0.860823, 0.125361, -0.151523
0.250996, -0.250979, 0.347720, 0.095081, -0.079983
0.564850, -0.564821, 0.028435, 1.668420, -0.408980
0.054569, -0.054569, -0.054429, -0.027028, 0.219317
0.042768, -0.042731, 0.023630, 0.720267, 0.212646
-0.020910, 0.020919, -0.005995, 0.277822, -0.148443
-0.045704, 0.045689, -1.480595, -0.003221, 0.214634
-0.034075, 0.034070, 0.356599, 0.095755, -0.106994
-0.692143, 0.692118, -0.448431, 0.345720, 0.231736
0.034057, -0.034066, -0.288001, -0.293797, -0.850853
-1.667631, 1.667540, 0.869936, 1.225272, -0.254460
0.253268, -0.253253, -0.407492, -0.139390, 0.632872
0.120830, -0.120847, -1.502488, -1.981691, -0.834552
0.571530, -0.571486, -0.831748, 0.549344, 0.589401
0.050352, -0.050379, -0.444784, -0.136311, 0.566363
0.122144, -0.122134, -0.073356, 0.139984, -0.032423
0.503557, -0.503577, -1.720420, -1.051674, -1.561768
0.042877, -0.042872, 0.018494, 0.080661, -0.071526
-0.352393, 0.352346, -0.299528, -0.665120, -0.380594
0.408256, -0.408224, 0.265852, -0.273578, -0.281816
-0.081438, 0.081392, 0.366685, 0.500993, 0.475067
-0.192592, 0.192577, -0.027648, 0.030374, 0.123394
-0.260698, 0.260687, 0.801052, 0.700607, -0.345642
0.033627, -0.033632, -0.069600, -0.150488, 0.335529
-2.332615, 2.332467, 0.695697, 0.655769, 1.351225
-0.384868, 0.384846, -0.401591, 0.265288, 0.300224
-0.091881, 0.091876, -0.581162, 0.165580, 0.354899
0.594115, -0.594050, 0.341998, 0.633338, 0.222375
-0.254404, 0.254367, -0.741995, 0.480959, 0.485809
0.045225, -0.045219, 0.047042, 0.152743, -0.024269
0.210185, -0.210177, 0.189314, -0.764883, 1.658267
-0.034561, 0.034567, 0.095279, -0.030091, -0.054989
-0.124564, 0.124561, -0.126002, 0.043128, 0.194992
-0.051779, 0.051772, -0.504324, -0.165191, 0.319305
-0.194943, 0.194936, -0.965697, 0.241938, 1.225547
0.034778, -0.034773, 0.042402, 0.013253, -0.080183
-0.400281, 0.400240, -0.218218, -0.261828, -0.002639
0.026686, -0.026683, 0.023679, 0.034420, -0.148446
