0.169360, -0.006655, -0.294635
0.087678, -0.011137, -0.561741
0.354911, -0.003753, -0.232294
0.032553, -0.014304, -3.390015
0.728685, -0.004358, 0.096035
-0.714730, 0.007950, -0.333916
0.285417, -0.008228, 0.216764
-2.779459, -0.041503, -1.192102
0.086049, -0.005659, 0.049408
0.109147, 0.011772, 0.651624
0.209285, -0.004433, 0.140418
-0.990800, 0.015543, -0.589447
-0.012341, -0.001837, -0.011867
0.430075, -0.004336, 0.351236
0.044771, 0.002164, -0.278025
-0.184358, -0.018284, 0.005180
0.047076, -0.003543, 0.042174
1.640234, -0.010026, -0.609542
0.333157, 0.003120, -0.383851
0.085554, 0.031894, 2.170249
0.200739, -0.002324, 0.058230
2.664726, -0.017036, -2.889978
0.307251, -0.003602, 0.220265
0.892915, -0.000467, -0.815827
-0.384908, 0.002475, 0.175801
0.472451, -0.001610, 0.053761
-0.520072, -0.008730, -0.264396
-9.628105, 0.028689, -1.016407
0.067092, 0.004715, -0.126907
-0.499658, 0.006353, 0.524939
0.080484, 0.000551, 0.118892
0.255890, 0.020461, -1.632610
0.125726, -0.002271, 0.091921
0.338167, -0.027497, 0.249705
0.450053, -0.018942, 0.068380
0.854670, -0.000740, -0.252559
-0.040993, 0.000562, -0.041925
1.450907, -0.038778, 4.267043
-0.043300, -0.002769, -0.060072
0.605948, 0.021151, -0.408291
0.041246, -0.005374, -0.001247
0.012109, -0.004735, 0.333462
0.374170, -0.000709, 0.265055
-0.383066, 0.013816, 0.408981
0.204929, -0.001829, 0.243457
-2.420428, -0.025493, 0.181821
0.107503, -0.001424, 0.075747
0.236222, -0.006949, -0.659799
-0.070165, -0.001502, -0.168948
2.360986, 0.000985, -0.763697
-0.234535, -0.001067, -1.258291
-0.847776, 0.035148, -4.747731
0.572483, -0.007276, 0.500492
0.285976, 0.001270, -0.662001
0.037141, -0.001382, 0.071417
-1.435063, -0.006225, -1.295072
0.211852, 0.020102, -0.003935
-0.147239, 0.000368, 11.515087
-0.159202, 0.000074, -0.179792
2.049036, -0.009170, -3.117175
-0.102176, -0.002761, -0.144956
2.743411, -0.001479, 0.211754
-0.018547, -0.005044, -0.110280
-1.334699, 0.018663, 0.197147
-0.165055, 0.000430, 0.119355
0.532427, 0.014361, -0.166157
-0.119548, 0.003258, -0.007321
-0.251295, 0.023569, -0.422524
-0.591286, -0.008407, -1.023168
0.328315, 0.025091, -0.964925
-0.167770, -0.000910, -0.338107
0.115833, 0.006945, -0.137337
0.052529, -0.003532, 0.019033
0.133409, -0.001974, 0.252412
-0.140518, -0.002382, -0.330612
0.665940, -0.021212, 1.652037
-0.092314, -0.002711, -0.141116
-0.940627, -0.018801, 0.277082
-0.086439, -0.000073, 0.288726
-0.224794, 0.008677, -0.918233
-0.199096, -0.005731, -0.075490
-0.865743, 0.020331, -0.652588
0.099092, -0.005486, 0.017574
0.365638, -0.004896, 0.253916
-0.376373, -0.004164, -0.349588
0.156401, 0.003300, -0.513774
-0.225445, -0.001291, -0.066095
-0.325807, 0.012049, -0.585921
-0.046362, 0.002833, -0.114758
-0.209432, 0.017877, -0.745310
