0.355320, -0.210788, -0.340283, 0.375783, 0.163211, 0.124278, -0.003771, -0.101021, -0.269738, -0.041768, 0.100040
0.121660, 1.629206, 0.153681, 0.567021, -0.210783, -1.063825, -0.529549, 0.524201, -0.836448, -0.180325, -0.488389
0.342702, 0.428108, 0.515945, 0.271161, -0.432111, 0.159768, -0.001454, -0.052453, 0.357284, 0.193403, 0.068424
0.876723, 0.218335, -0.104123, 3.587003, 0.243743, -0.392877, 1.057884, -0.142736, -1.883124, -0.355521, 0.167710
0.152866, 0.101394, 0.714420, -0.032607, -0.501445, 0.006633, -0.134438, -0.275589, -0.591006, 0.523462, 0.273615
-0.146602, -0.466753, -0.056895, 0.198725, -0.032044, -0.283749, -0.338194, 0.171233, 0.072841, -0.719332, -0.184703
-0.315995, -0.399027, 0.021406, -0.172115, -0.247437, 0.031116, -0.189529, -0.279708, -0.379490, 0.029062, 0.268980
-0.598919, -0.119871, -0.325534, 1.678203, -0.263923, 0.784665, 2.079037, -1.746041, -0.284963, -3.023722, 1.741448
-0.047389, 0.398419, 0.063737, -0.040402, -0.127618, 0.790229, -0.131257, 0.028201, -0.433389, 0.005785, -0.015854
1.190845, 0.344668, 1.152615, -0.648792, 0.552739, 0.239772, -0.752432, -0.155729, -0.131174, 0.288551, 0.144124
-0.296967, -0.275546, 0.040430, -0.200242, -0.327511, 0.230347, -0.169800, 0.047864, -0.547523, 0.034886, -0.048192
-1.129573, 0.215814, -0.033348, 0.576220, 0.194626, -0.783382, 0.177730, 0.018304, -0.098674, -0.325546, -0.030579
0.062130, 0.103613, 0.141445, 0.045271, 0.082473, 0.382145, -0.077213, -0.076740, -0.109227, -0.040700, 0.078830
-1.782825, 1.595581, -0.254921, -0.227587, -0.538644, -1.440528, -0.284712, -1.174545, 0.380906, 0.102096, 1.157477
-0.128751, 0.008511, -0.252784, 0.258218, -0.005410, -0.064476, -0.200368, 0.146201, 0.018889, 0.121043, -0.144632
0.873563, 3.153913, -0.353642, 0.115903, 1.004019, 2.157460, -0.583185, 0.467048, -1.815600, 0.002487, -0.401951
-0.174062, -0.124198, -0.178712, -0.013583, -0.044720, 0.051756, -0.003116, -0.128296, -0.197003, 0.031442, 0.125037
-0.303950, 0.324254, -0.664476, 1.226688, 0.523951, 0.214243, 0.328849, -0.200117, 12.416367, 1.322690, 0.218624
-0.383608, 0.079075, 0.063913, 0.491693, -0.222028, -0.243509, 0.761181, -0.025082, 0.849094, 0.193198, 0.025071
-2.165808, -1.147892, -0.501209, -2.023353, 0.234563, -0.306862, -0.130631, -2.509400, -0.948458, 0.077875, 2.356703
-0.124378, -0.074951, -0.189793, -0.062767, -0.004931, 0.144774, -0.148231, -0.073716, 0.091709, 0.129835, 0.071234
-0.153097, -0.312459, -2.444647, 2.745480, -3.686676, 1.126593, -0.171690, -0.613547, -0.183964, 1.339011, 0.614723
-0.215688, 0.011091, -0.067325, -0.171951, 0.035286, 0.213986, -0.001582, -0.099208, -0.162734, 0.266935, 0.097047
-0.465803, -3.237840, 0.507825, 0.604070, -2.251094, -5.271719, 6.020666, 0.751973, 0.820590, 0.483470, -0.752527
0.277133, -0.259383, -0.320381, -0.234432, -0.114755, -0.057273, 0.162968, 0.146896, 0.122733, -0.399152, -0.143377
-0.040619, -0.363883, -0.300607, -0.127635, -0.521152, -0.178422, 0.406300, 0.149715, -0.630587, 0.244400, -0.155094
0.481732, -0.891705, -0.624721, 0.437283, 1.048094, -1.414116, 0.701086, -0.280865, -0.451683, -0.469606, 0.270979
-0.399865, 0.649045, -0.296312, 0.151579, -0.911944, 0.077820, -0.963986, 1.082594, -0.053477, -10.474293, -1.042203
0.353941, -0.335205, -0.104910, 0.156481, 0.215387, -0.584880, 0.148121, -0.202596, -0.142299, 0.127049, 0.193703
-0.439493, 0.687937, 0.323596, -0.368192, 0.339208, -0.076382, 10.614683, 0.843508, -0.035621, -0.102504, -0.780672
0.151621, 0.197436, 0.239717, -0.081717, 0.172187, 0.183595, 0.025406, -0.060826, 0.260244, 0.089269, 0.064087
-0.418501, -0.644011, -1.295130, 1.512936, -0.023982, -0.447148, -0.370794, 0.760315, -4.877762, 0.749320, -0.791374
-0.074200, -0.078494, 0.168882, -0.074748, 0.018212, 0.280057, -0.012459, -0.040139, -0.237117, 0.080490, 0.039296
-1.307149, -1.859108, -0.326971, -0.107723, -0.006765, 0.816804, -1.492911, -1.041906, -2.224864, 0.656083, 0.992000
