0.859333, 0.961407, -0.586082, -0.773324, -0.019204, -0.446108, 0.067761, 0.095541, -0.512938, 0.377582, 0.066410
-0.765524, 1.062714, -1.397339, -0.095579, 0.094258, -0.817457, 0.589610, -0.028551, -0.600808, 1.402713, -0.087547
1.116817, 0.392256, 0.007988, -0.690135, -0.019657, -0.124881, -0.067154, 0.103978, -0.245144, 0.235440, 0.070422
-0.981679, -0.590445, 0.478505, 1.508953, 0.698646, -0.690613, 1.136388, -0.752069, 0.458580, 1.178561, -0.080661
-0.132848, 0.788272, -0.714253, -1.281051, 0.153988, -0.411606, 0.005113, -0.141134, -0.640986, 0.575883, -0.107994
-1.424605, 0.053772, -0.933019, 0.415345, -0.001975, 0.185800, 0.030136, 0.101131, 0.186453, 0.167125, -0.368285
0.443529, 1.728260, -1.094601, -1.352809, -0.078347, -0.309393, 0.224020, 0.178103, -1.044750, 0.598942, -0.121516
-0.574840, -0.044734, -0.705329, 1.646154, 0.670796, 0.401040, 1.006875, -0.210182, 1.592027, 0.480249, -0.134338
1.567370, 1.549799, -0.677760, -1.010393, -0.030901, -0.279693, 0.029556, 0.166430, -0.674211, 0.375422, -0.101386
-1.494422, -0.071843, -0.786701, 0.775980, 0.425825, 0.287307, -0.248004, -0.122251, 0.124339, 0.078681, -0.750809
1.373240, 1.941707, -0.821776, -1.308211, -0.206846, -0.326988, 0.042920, 0.116596, -0.936275, 0.393628, -0.053921
2.507328, 0.879014, -0.706865, -1.451407, -0.686028, -0.434351, 0.677300, 0.000467, 1.870315, 0.718871, -0.073266
1.843072, 1.360361, -0.318693, -0.886746, 0.067581, -0.225054, 0.026055, 0.072193, -0.324671, 0.101146, -0.074105
2.256328, 0.499257, 0.329134, 0.291348, 0.195453, -0.157689, 0.934989, 0.695902, 0.323360, 0.694525, 0.315755
2.254021, -0.837112, 0.650650, 0.338159, -0.187486, 0.095519, -0.125461, -0.040314, 0.284250, -0.017746, 0.023400
-0.315275, 0.419332, -1.189374, 0.739102, 1.302393, -0.516753, 0.927617, -0.372980, 0.408860, 1.397141, -0.484874
1.781942, -0.405420, 0.351273, -0.027028, -0.041798, -0.036010, -0.053613, 0.044015, 0.016932, 0.009904, 0.006647
-2.456058, -0.383971, -1.333874, -0.732376, -1.496338, 3.108216, -0.922628, 1.034306, 0.223403, -1.964875, 1.404301
0.463708, -0.689016, 0.250411, 0.227844, -0.026323, 0.526281, -0.020306, -0.135304, 0.238591, -0.324491, -0.071062
-0.484228, -1.569850, 0.275098, 1.114263, 1.574621, -0.960628, 1.058525, -1.234350, 2.051303, -0.638509, -0.899391
1.951932, 1.068375, -0.002251, -0.603826, -0.098466, -0.100276, 0.029459, 0.095681, -0.415379, -0.070297, 0.028111
-3.082949, -0.651784, -1.133425, 1.452990, -1.543327, 0.615442, -0.475672, -2.214330, -0.853984, 1.198689, 0.046387
1.264965, -0.115399, 0.109607, -0.314281, 0.026950, -0.025964, 0.005980, 0.122188, -0.367996, 0.056828, -0.032344
-1.586932, -0.384330, -0.748555, 0.851538, -1.785251, 1.015001, -0.148080, -1.154155, -0.597799, -1.425950, 1.776757
1.594157, 0.651439, 0.109435, -0.612598, 0.085343, -0.120829, -0.002969, 0.060990, -0.283071, 0.022723, 0.066042
