0.859333, 0.961407, -0.586082, -0.773324, -0.019204, -0.446108, 0.067761, 0.095541, -0.512938, 0.377582, 0.066410, -0.015724, -0.220154, -0.059780, 0.220999, -0.019430, -0.305011
-0.765524, 1.062714, -1.397339, -0.095579, 0.094258, -0.817457, 0.589610, -0.028551, -0.600808, 1.402713, -0.087547, 0.604710, -0.310716, 0.042197, 0.373264, 0.086321, -0.352553
1.116817, 0.392256, 0.007988, -0.690135, -0.019657, -0.124881, -0.067154, 0.103978, -0.245144, 0.235440, 0.070422, 0.037291, 0.005082, -0.126085, 0.076317, -0.078631, -0.109371
-0.981679, -0.590445, 0.478505, 1.508953, 0.698646, -0.690613, 1.136388, -0.752069, 0.458580, 1.178561, -0.080661, -0.723848, -1.162325, 0.626985, 0.477002, 0.092346, 0.946365
-0.132848, 0.788272, -0.714253, -1.281051, 0.153988, -0.411606, 0.005113, -0.141134, -0.640986, 0.575883, -0.107994, -0.010526, -0.040758, -0.258226, 0.116896, 0.211037, -0.178436
-1.424605, 0.053772, -0.933019, 0.415345, -0.001975, 0.185800, 0.030136, 0.101131, 0.186453, 0.167125, -0.368285, 0.036710, -0.228360, -0.015709, 0.098101, -0.196086, 0.119944
0.443529, 1.728260, -1.094601, -1.352809, -0.078347, -0.309393, 0.224020, 0.178103, -1.044750, 0.598942, -0.121516, -0.020951, -0.223633, -0.370676, 0.138702, 0.429778, -0.293259
-0.574840, -0.044734, -0.705329, 1.646154, 0.670796, 0.401040, 1.006875, -0.210182, 1.592027, 0.480249, -0.134338, -0.749745, -0.872927, -0.982880, 0.612599, -0.211754, -0.151718
1.567370, 1.549799, -0.677760, -1.010393, -0.030901, -0.279693, 0.029556, 0.166430, -0.674211, 0.375422, -0.101386, -0.048508, -0.038809, -0.374546, -0.024767, 0.268300, -0.230048
-1.494422, -0.071843, -0.786701, 0.775980, 0.425825, 0.287307, -0.248004, -0.122251, 0.124339, 0.078681, -0.750809, 0.627110, 0.228783, 0.041652, 0.129117, -0.182774, -0.001658
1.373240, 1.941707, -0.821776, -1.308211, -0.206846, -0.326988, 0.042920, 0.116596, -0.936275, 0.393628, -0.053921, -0.017168, -0.122782, -0.380222, 0.063948, 0.332134, -0.136575
