-0.164355, -0.019882
-0.176270, -0.006896
-0.171274, -0.019718
-0.081085, -0.027062
-0.190131, 2.779559
-0.112161, -0.019806
2.807773, -0.054114
2.673777, -0.050117
-0.124190, -0.013214
-0.184247, -0.025404
-0.179331, -0.011171
-0.168312, -0.018956
-0.109112, -2.824407
-0.129986, -0.023447
-0.067406, -0.017957
-0.220355, -0.017629
-0.188042, -0.026120
2.734495, -0.050687
0.059571, -0.012740
-0.130633, -0.024630
-0.163199, -0.021202
-0.214865, -0.020838
-3.279115, 0.013374
0.032147, -0.027964
-0.130664, -0.032330
-0.120559, -2.840689
-0.026521, -0.012297
2.683493, -2.884383
-0.119164, -2.834359
-0.111488, -0.017641
-0.223385, 2.769857
2.664013, -0.085527
-0.082761, -0.017649
0.017985, -0.015194
-0.043972, -0.015201
-0.126836, -0.017872
-0.066798, -0.026599
-0.104703, -0.017478
-0.173913, -0.013366
-0.060948, -0.027222
-0.073949, -0.023904
-0.152097, -0.016063
-0.107560, -0.021797
-0.083153, -0.014876
-0.132392, -0.017908
-0.083061, -2.817172
-0.141294, 2.781901
-3.221984, 0.015045
-0.193956, -0.015093
-0.027082, -0.021871
-0.098205, -0.012392
-0.100894, -0.014027
-0.126248, -0.032633
-0.099911, -0.020656
2.890080, -0.055207
-0.011248, -0.011844
-0.126836, -0.017872
-0.083153, -0.014876
-0.074352, -0.010408
-0.063707, -0.016685
0.043367, -0.027069
-0.141469, -0.031306
-3.229820, 0.008909
-0.013328, -0.018910
-0.085250, -0.015418
-0.153073, -0.032013
-0.144460, -0.027632
-0.114193, -0.019465
0.134272, -2.825754
-0.121216, -0.029972
0.075591, -2.832126
-0.058805, -2.828684
-0.205416, -0.027656
-3.190258, 0.026437
-0.085972, -0.012282
-0.072752, -0.021899
-0.105048, -0.033989
-0.183991, -0.015347
-3.235598, -0.006856
-0.080771, -0.005232
-0.086701, -0.021604
-0.167256, -0.027257
-0.124148, -0.016237
-0.217424, -0.029554
-0.120573, -2.820501
-0.208855, 2.771081
-0.149814, -0.017623
-2.932943, 0.003715
0.003049, -0.023319
-0.203235, 2.783297
-0.124350, -0.019502
2.892254, -0.061804
-0.121502, -0.011579
-0.222791, -0.015969
-0.139173, -2.825276
-0.093977, 2.786270
-0.078331, -0.011822
-0.147203, 2.781417
-0.051609, -0.016527
-0.169741, -0.023999
-0.135854, -0.025774
-0.174311, -0.016654
2.599965, 2.731612
-0.098486, -0.021922
-0.082561, -0.013783
2.729496, -0.049664
-0.168312, -0.018956
-0.189783, -0.015495
-0.091764, -0.015949
-0.106450, -0.014063
-0.132268, -0.013984
-0.083153, -0.014876
-0.000453, -0.019790
-0.083560, -0.012106
-0.106450, -0.014063
-3.138293, 0.029681
-0.059423, -0.018192
-0.142978, -0.040618
-0.130354, -0.014532
-0.108446, -0.022993
-0.106450, -0.014063
-0.155998, -0.010668
-0.081240, -0.010730
-0.182054, -0.022056
-0.124148, -0.016237
-0.155998, -0.010668
-0.095142, -0.031419
-0.162751, -0.032501
2.717085, -0.044290
-0.128066, -0.025406
-0.115993, -0.010288
2.925838, -0.054811
-0.110203, -0.014566
-0.091350, -0.017802
-0.170226, -0.018408
2.882459, -0.055868
-0.174046, -0.016799
-0.164404, -0.015436
-0.152501, -0.026000
-0.122579, -0.001429
-0.170774, -0.047674
-0.068408, -0.023087
-0.136028, -0.029321
-0.112936, -0.025476
-0.141059, -0.020696
-0.090008, -0.009466
3.023586, -2.874136
-0.161089, 2.779185
-0.099594, -2.840746
-0.108202, -0.021932
-0.124148, -0.016237
-0.059663, -0.012555
-0.146794, -0.019696
2.720713, -0.069677
-0.103543, -0.023679
-0.059982, -0.014919
-0.137131, -0.020377
-0.109712, -0.028913
-0.163970, -2.839655
-0.240803, -0.035984
-0.151391, -0.027490
-0.099747, -0.015662
-3.252718, 0.021652
-0.343815, -0.001942
2.869942, -0.055047
-3.308278, 0.021626
-0.116785, -0.016296
-0.064058, -0.006940
-0.106450, -0.014063
-0.174022, -0.029860
-0.139605, -0.025899
-0.137010, -0.019184
-0.106450, -0.014063
-0.134443, -0.018742
-0.106450, -0.014063
-0.033779, -0.022055
-0.082719, -0.017378
-0.106450, -0.014063
-0.106450, -0.014063
-3.155113, 0.021822
-0.043972, -0.015201
-0.106450, -0.014063
-0.106450, -0.014063
2.706893, -0.055176
-0.044884, -0.009578
0.051554, -0.019569
-0.106450, -0.014063
-0.111188, -0.016532
-0.085204, -0.015710
-0.171050, -0.008184
-0.140998, 2.780279
-0.192393, -0.013891
-0.063534, -0.019353
2.720378, -0.037882
-0.098205, -0.012392
-0.163063, -0.023529
-0.142416, 2.761705
-0.150603, 2.771034
-0.097080, -0.030845
-0.168187, -0.011551
-0.087298, -0.035566
2.843703, 2.738108
-0.089904, -2.838769
-0.139481, -0.022320
-0.058904, -0.025069
-0.150576, -0.009134
-0.144341, -0.008249
-0.122627, 2.789211
0.039060, -0.023954
-0.118113, -0.026623
-0.124190, -0.013214
-0.142661, -0.021902
-0.062374, -0.013840
-0.070277, -0.017425
-0.085250, -0.015418
-0.083153, -0.014876
-0.193852, -0.019680
-0.106450, -0.014063
-0.106450, -0.014063
-0.118714, -0.026988
-0.132563, 2.769231
-0.247155, -0.012446
-0.007164, -0.027465
