-0.030085, -0.748563, -0.009338, -0.109394
-0.043892, -0.349473, 0.005047, -0.106196
-0.022476, -0.975183, 0.018509, -0.110153
-0.048440, 1.424182, -0.054921, 0.034754
-2.697613, -0.004385, 2.747016, -0.050235
2.673761, 0.434200, 0.018278, 0.051083
-0.056975, -0.498821, -0.083824, -2.853287
-0.062801, -0.045665, -0.111715, -2.928856
-0.005676, -0.547993, 0.015259, -0.066451
-0.036315, 0.149279, -0.071007, -0.129608
0.003232, -0.753783, 0.032181, -0.073654
-0.007917, -1.891993, 0.051902, -0.108889
-0.052495, 0.204267, -2.856100, -0.094469
-0.012327, 0.644123, -0.065600, 0.034476
2.682383, -0.310780, 0.020549, 0.037855
-0.020651, 0.784820, -0.070191, -0.077501
-0.003458, 0.284735, -0.058493, -0.164690
-0.045013, 0.098018, -0.129460, -2.940778
0.013374, -0.583406, 0.095994, 2.551964
-0.013474, 0.086498, -0.018522, -0.084589
-0.026029, 1.160621, -0.095792, -0.032557
-0.023219, -1.017848, 0.008521, -0.145670
-0.031623, 0.607335, -0.062998, 0.070969
-0.019032, 0.764885, -0.008722, 2.482023
-0.025022, 0.037217, -0.046979, -0.057471
-0.057100, -0.283086, -2.849985, -0.151547
0.010558, 1.012008, 0.002880, 2.468327
-2.862677, -1.302391, -2.971058, -3.113265
-0.055273, -0.128438, -2.849213, -0.126437
-0.013145, 0.447031, -0.036025, -0.028019
0.037936, -0.263265, 2.780885, -0.017909
-0.074054, -0.840518, -0.136343, -2.935110
0.007554, -0.314291, 0.003149, -0.040724
0.029542, -0.432843, 0.080169, 2.534868
2.683172, -0.432290, 0.039362, 0.016283
-0.009429, -0.254302, -0.007039, -0.057979
-0.003190, 0.541798, -0.048028, -0.027104
-0.031370, 0.915462, -0.087835, -0.058328
2.694546, 0.028982, 0.010268, -0.075049
-0.035534, 0.515529, -0.031303, 0.003982
-0.015330, 0.445471, -0.027108, -0.013992
-0.025100, 1.256073, -0.081901, -0.054031
-0.039524, -1.491754, 0.041877, -0.112045
-0.016095, 0.143384, -0.020474, -0.015718
